X,Y,OBJECTID,BusinessName,OwnerCorpName,LocationAddress,Unit,City,State,Zip,Phone,Website,MailingAddress,MailingCity,MailingState,MailingZip,NAICS,NAICS2Digit,BusinessActDesc,OpenDateInCity,HomeBasedBusiness,LicenseFiscalYear,LicenseNumber,IssueDate,Expiration,AddressPtID,Directions,MapCategory,MapCategory_Waze
-84.110373295480059,34.047261850599043,1018,Aptbi LLC,Aptbi LLC,8465 River Walk Lndg  ,,Johns Creek,GA,30024,678-462-9311,,8465 River Walk Lndg  ,Johns Creek,GA,30024,541519,54,Other Computer Related Services,2016-01-24T00:00:00.000Z,Y,2018,32314,2018-01-19T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP101637,"http://maps.google.com/?daddr=8465 River Walk Lndg   Johns Creek, GA 30024",Software Development & IT,PROFESSIONAL_AND_PUBLIC
-84.110373295480059,34.047261850599043,1019,Aptbi LLC,Aptbi LLC,8465 River Walk Lndg  ,,Johns Creek,GA,30024,678-462-9311,,8465 River Walk Lndg  ,Johns Creek,GA,30024,541519,54,Other Computer Related Services,2016-01-24T00:00:00.000Z,Y,2019,32314,2019-02-22T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP101637,"http://maps.google.com/?daddr=8465 River Walk Lndg   Johns Creek, GA 30024",Software Development & IT,PROFESSIONAL_AND_PUBLIC
-84.114895879996169,34.047821705021015,1020,Sri Consulting Services LLC,SRI Consulting Services LLC,415 Lahontan Pass  ,,Johns Creek,GA,30024,678-622-7494,,415 Lahontan Pass  ,Johns Creek,GA,30024,541519,54,Other Computer Related Services,2015-05-14T00:00:00.000Z,Y,2018,31861,2018-04-06T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP103740,"http://maps.google.com/?daddr=415 Lahontan Pass   Johns Creek, GA 30024",Software Development & IT,PROFESSIONAL_AND_PUBLIC
-84.114519526552328,34.047805059038232,1021,Georgia Classical Homeopathy,Georgia Classical Homeopathy,400 Lahontan Pass  ,,Johns Creek,GA,30024,,,400 Lahontan Pass  ,Johns Creek,GA,30024,621399,62,Offices of All Other Misc Health Practit,2007-01-01T00:00:00.000Z,Y,2018,23667,2018-02-15T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP103741,"http://maps.google.com/?daddr=400 Lahontan Pass   Johns Creek, GA 30024",Medical,HOSPITAL_MEDICAL_CARE
-84.114519526552328,34.047805059038232,1022,Georgia Classical Homeopathy,Georgia Classical Homeopathy,400 Lahontan Pass  ,,Johns Creek,GA,30024,,,400 Lahontan Pass  ,Johns Creek,GA,30024,621399,62,Offices of All Other Misc Health Practit,2007-01-01T00:00:00.000Z,Y,2019,23667,2019-02-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP103741,"http://maps.google.com/?daddr=400 Lahontan Pass   Johns Creek, GA 30024",Medical,HOSPITAL_MEDICAL_CARE
-84.114646793656206,34.044834392639885,1023,"Kavi Software, Inc","Kavi Software, Inc.",250 Gladeside Path  ,,Johns Creek,GA,30024,,,250 Gladeside Path  ,Johns Creek,GA,30024,541512,54,Computer Systems Design Services,2007-02-20T00:00:00.000Z,Y,2018,25430,2018-05-31T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP103905,"http://maps.google.com/?daddr=250 Gladeside Path   Johns Creek, GA 30024",Software Development & IT,PROFESSIONAL_AND_PUBLIC
-84.108295134638951,34.049561059243274,1024,Prestige Maintenance Services,"Prestige Maintenance Services, LLC",8560 River Walk Lndg  ,,Suwanee,GA,30024.,470-385-6716,,8560 River Walk Lndg  ,Suwanee,GA,30024.,561720,56,Janitorial Services,2019-01-10T00:00:00.000Z,Y,2019,33944,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP103949,"http://maps.google.com/?daddr=8560 River Walk Lndg   Johns Creek, GA 30024.",Facilities Management & Janitorial,PROFESSIONAL_AND_PUBLIC
-84.278964573052264,34.019153811455411,1025,Nell Proctor Produce,Nell Proctor,3926 Embassy Walk Ct  ,,Lilburn,GA,30047,,,5276 Light Cir  ,Norcross,GA,30071,445230,44,Fruit and Vegetable Markets,2006-12-01T00:00:00.000Z,N,2018,27337,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP133722,"http://maps.google.com/?daddr=3926 Embassy Walk Ct   Johns Creek, GA 30047",Food & Health Stores,"MARKET,SUPERMARKET_GROCERY"
-84.278964573052264,34.019153811455411,1026,Nell Proctor Produce,Nell Proctor,3926 Embassy Walk Ct  ,,Lilburn,GA,30047,,,5276 Light Cir  ,Norcross,GA,30071,445230,44,Fruit and Vegetable Markets,2006-12-01T00:00:00.000Z,N,2019,27337,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP133722,"http://maps.google.com/?daddr=3926 Embassy Walk Ct   Johns Creek, GA 30047",Food & Health Stores,"MARKET,SUPERMARKET_GROCERY"
-84.277863564400462,34.019479357408414,1027,JR Food Mart,"JR Jubilee, LLC",9870 Nesbit Ferry Rd  ,,Johns Creek,GA,30022,770-696-2506,,3926 Embassy Walk Ct  ,Lilburn,GA,30047,447110,44,Gasoline Stations with Convenience Store,2018-11-15T00:00:00.000Z,N,2019,33879,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP100497,"http://maps.google.com/?daddr=9870 Nesbit Ferry Rd   Johns Creek, GA 30022",Gas Station,GAS_STATION
-84.279172383474048,34.018411892683503,1028,SAGE@ Mt. Pisgah Christian School ,Sage Dining Services Inc.,9820 Nesbit Ferry Rd  ,,Johns Creek,GA,30022,,http://www.experiencepisgah.org,1402 York Rd Suite 100,Lutherville Timonium,MD,21093,722310,72,Food Service Contractors,2006-12-01T00:00:00.000Z,N,2018,29100,2018-01-25T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP100498,"http://maps.google.com/?daddr=9820 Nesbit Ferry Rd   Johns Creek, GA 30022",Restaurants (Cafes & Fast Casual),"BAKERY,BAR,CAFE,FAST_FOOD"
-84.279172383474048,34.018411892683503,1029,SAGE@ Mt. Pisgah Christian School ,Sage Dining Services Inc.,9820 Nesbit Ferry Rd  ,,Johns Creek,GA,30022,,http://www.experiencepisgah.org,1402 York Rd Suite 100,Lutherville Timonium,MD,21093,722310,72,Food Service Contractors,2006-12-01T00:00:00.000Z,N,2019,29100,2019-02-08T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP100498,"http://maps.google.com/?daddr=9820 Nesbit Ferry Rd   Johns Creek, GA 30022",Restaurants (Cafes & Fast Casual),"BAKERY,BAR,CAFE,FAST_FOOD"
-84.277683713806908,34.013156062047912,1030,J Brown Contracting,"J Brown Contracting, LLC",260 Vidaulan Ct  ,,Johns Creek,GA,30022,,,260 Vidaulan Ct  ,Johns Creek,GA,30022,236220,23,Commercial and Institutional Building Construction,2015-01-05T00:00:00.000Z,Y,2018,24916,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP100522,"http://maps.google.com/?daddr=260 Vidaulan Ct   Johns Creek, GA 30022","Construction, Supplies, & Trades",
-84.277683713806908,34.013156062047912,1031,J Brown Contracting,"J Brown Contracting, LLC",260 Vidaulan Ct  ,,Johns Creek,GA,30022,,,260 Vidaulan Ct  ,Johns Creek,GA,30022,236220,23,Commercial and Institutional Building Construction,2015-01-05T00:00:00.000Z,Y,2019,24916,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP100522,"http://maps.google.com/?daddr=260 Vidaulan Ct   Johns Creek, GA 30022","Construction, Supplies, & Trades",
-84.278121524249954,34.007262438602034,1032,Highlands School,Flojoy Inc,9405 Nesbit Ferry Rd  ,,Johns Creek,GA,30022,770-594-1006,,9405 Nesbit Ferry Rd  ,Johns Creek,GA,30022,624410,62,Child Day Care Services,2016-10-14T00:00:00.000Z,N,2019,32724,2019-03-14T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP100550,"http://maps.google.com/?daddr=9405 Nesbit Ferry Rd   Johns Creek, GA 30022","Daycare, Home Care, & Tutoring",
-84.278121524249954,34.007262438602034,1033,Highlands School,Flojoy Inc,9405 Nesbit Ferry Rd  ,,Johns Creek,GA,30022,770-594-1006,,9405 Nesbit Ferry Rd  ,Johns Creek,GA,30022,624410,62,Child Day Care Services,2016-10-14T00:00:00.000Z,N,2018,32724,2018-03-21T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP100550,"http://maps.google.com/?daddr=9405 Nesbit Ferry Rd   Johns Creek, GA 30022","Daycare, Home Care, & Tutoring",
-84.27762391970461,34.01031729109895,1034,Personal Best Recovery,"Event Cryo, Inc",2790 Abbottswell Dr  ,,Johns Creek,GA,30022,404-673-1998,,2790 Abbottswell Dr  ,Johns Creek,GA,30022,812990,81,All Other Personal Services,2018-03-01T00:00:00.000Z,Y,2018,33514,2018-03-12T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP100559,"http://maps.google.com/?daddr=2790 Abbottswell Dr   Johns Creek, GA 30022",Health & Fitness,"GYM_FITNESS,SPORTING_GOODS"
-84.272754902596986,34.032938718100752,1035,Buy The Hour,Buy The Hour,310 Wentworth Trl  ,,Johns Creek,GA,30022,,,310 Wentworth Trl  ,Johns Creek,GA,30022,811490,81,Other Personal & Household Goods Rpr & M,2006-12-01T00:00:00.000Z,Y,2018,21255,2018-04-06T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP100578,"http://maps.google.com/?daddr=310 Wentworth Trl   Johns Creek, GA 30022",Boutiques & Gift Shops,SHOPPING_AND_SERVICES
-84.273354683191101,34.034798679418451,1036,"Total Payment Systems, Inc",Total Payment Systems Inc.,200 Wentworth Ter  ,,Johns Creek,GA,30022,,,,Johns Creek,GA,30022,522320,52,"Financial Transactions Process, Reserve",2008-01-24T00:00:00.000Z,Y,2018,30706,2018-03-07T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP104047,"http://maps.google.com/?daddr=200 Wentworth Ter   Johns Creek, GA 30022",Financial,"ATM,BANK_FINANCIAL"
-84.273354683191101,34.034798679418451,1037,"Total Payment Systems, Inc",Total Payment Systems Inc.,200 Wentworth Ter  ,,Johns Creek,GA,30022,,,,Johns Creek,GA,30022,522320,52,"Financial Transactions Process, Reserve",2008-01-24T00:00:00.000Z,Y,2019,30706,2019-02-15T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP104047,"http://maps.google.com/?daddr=200 Wentworth Ter   Johns Creek, GA 30022",Financial,"ATM,BANK_FINANCIAL"
-84.271977619383478,34.034329937969531,1038,Ideas by Bernadine,Ideas By Bernadine,145 Wentworth Ter  ,,Johns Creek,GA,30022,,,145 Wentworth Ter  ,Johns Creek,GA,30022,453920,45,Art Dealers,2006-12-01T00:00:00.000Z,Y,2019,24697,2019-03-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP100582,"http://maps.google.com/?daddr=145 Wentworth Ter   Johns Creek, GA 30022",Boutiques & Gift Shops,SHOPPING_AND_SERVICES
-84.271977619383478,34.034329937969531,1039,Ideas by Bernadine,Ideas By Bernadine,145 Wentworth Ter  ,,Johns Creek,GA,30022,,,145 Wentworth Ter  ,Johns Creek,GA,30022,453920,45,Art Dealers,2006-12-01T00:00:00.000Z,Y,2018,24697,2018-03-21T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP100582,"http://maps.google.com/?daddr=145 Wentworth Ter   Johns Creek, GA 30022",Boutiques & Gift Shops,SHOPPING_AND_SERVICES
-84.270945738541556,34.032695681520046,1040,Sign Gallery,"Sign Gallery, Inc.",10409 Park Walk Pt  ,,Johns Creek,GA,30022,,,10409 Park Walk Pt  ,Johns Creek,GA,30022,339950,33,Sign Manufacturing,2013-01-30T00:00:00.000Z,Y,2018,29485,2018-03-27T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP100601,"http://maps.google.com/?daddr=10409 Park Walk Pt   Johns Creek, GA 30022",Manufacturing,"PROFESSIONAL_AND_PUBLIC,OTHER"
-84.270945738541556,34.032695681520046,1041,First Preference Realty,First Preference Realty,10409 Park Walk Pt  ,,Johns Creek,GA,30022,,,10409 Park Walk Pt  ,Johns Creek,GA,30022,531210,53,Offices of Real Estate Agents & Brokers,2013-01-30T00:00:00.000Z,Y,2018,23263,2018-03-27T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP100601,"http://maps.google.com/?daddr=10409 Park Walk Pt   Johns Creek, GA 30022",Real Estate,"PROFESSIONAL_AND_PUBLIC,LODGING,OTHER"
-84.272183556080691,34.032697372791731,1042,"Nuvolt Electrical Services, LLC",Nuvlt Electrical Services LLC,10396 Royal Ter  ,,Johns Creek,GA,30022,,,10396 Royal Ter  ,Johns Creek,GA,30022,238210,23,Electrical Contractors,2010-04-01T00:00:00.000Z,Y,2019,27543,2019-01-18T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP100603,"http://maps.google.com/?daddr=10396 Royal Ter   Johns Creek, GA 30022","Construction, Supplies, & Trades",
-84.272183556080691,34.032697372791731,1043,"Nuvolt Electrical Services, LLC",Nuvlt Electrical Services LLC,10396 Royal Ter  ,,Johns Creek,GA,30022,,,10396 Royal Ter  ,Johns Creek,GA,30022,238210,23,Electrical Contractors,2010-04-01T00:00:00.000Z,Y,2018,27543,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP100603,"http://maps.google.com/?daddr=10396 Royal Ter   Johns Creek, GA 30022","Construction, Supplies, & Trades",
-84.272527885700683,34.020247471324048,1044,Re/Max Prestige Realtors,Carla D. Harmon & Associates,3005 Old Alabama Rd  ,,Johns Creek,GA,30022,,http://www.remax.com,3005 Old Alabama Rd Suite 70,Johns Creek,GA,30022,531210,53,Offices of Real Estate Agents & Brokers,2008-04-10T00:00:00.000Z,N,2018,28626,2018-07-10T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP109029,"http://maps.google.com/?daddr=3005 Old Alabama Rd   Johns Creek, GA 30022",Real Estate,"PROFESSIONAL_AND_PUBLIC,LODGING,OTHER"
-84.273797768655044,34.022272323384229,1045,Sunrise at Ivey Ridge,Sunrise At Ivey Ridge,2950 Old Alabama Rd  ,,Johns Creek,GA,30022,,http://www.sunriseiveyridge.com,2950 Old Alabama Rd  ,Johns Creek,GA,30022,623312,62,Homes for the Elderly,2006-12-01T00:00:00.000Z,N,2018,30063,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP100652,"http://maps.google.com/?daddr=2950 Old Alabama Rd   Johns Creek, GA 30022","Daycare, Home Care, & Tutoring",
-84.268883117268473,34.027528183591969,1046,Lafferty Animal Clinic,Lafferty Animal Clinic,10155 Haynes Bridge Rd  ,,Johns Creek,GA,30022,,,10155 Haynes Bridge Rd  ,Johns Creek,GA,30022,541940,54,Veterinary Services,2006-12-01T00:00:00.000Z,Y,2018,25759,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP100654,"http://maps.google.com/?daddr=10155 Haynes Bridge Rd   Johns Creek, GA 30022",Pets,"PET_STORE,VETERINARIAN_SERVICES"
-84.270048409434125,34.024943967026978,1047,"BC Homes, Inc",BC Homes Inc.,302 Magnolia Grv  ,,Johns Creek,GA,30022,770-480-4234,,302 Magnolia Grv  ,Johns Creek,GA,30022,236115,23,general contractor new residential,2008-06-20T00:00:00.000Z,Y,2019,20626,2019-02-08T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP101672,"http://maps.google.com/?daddr=302 Magnolia Grv   Johns Creek, GA 30022","Construction, Supplies, & Trades",
-84.270048409434125,34.024943967026978,1048,"BC Homes, Inc",BC Homes Inc.,302 Magnolia Grv  ,,Johns Creek,GA,30022,770-480-4234,,302 Magnolia Grv  ,Johns Creek,GA,30022,236115,23,general contractor new residential,2008-06-20T00:00:00.000Z,Y,2018,20626,2018-01-19T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP101672,"http://maps.google.com/?daddr=302 Magnolia Grv   Johns Creek, GA 30022","Construction, Supplies, & Trades",
-84.272279078780031,34.027206530113986,1049,Live.Clean.Supply,"Live.Clean.Simply, Inc.",3020 Woodvale Ct  ,,Johns Creek,GA,30022,404-822-3182,http://www.enjo.us,3020 Woodvale Ct  ,Johns Creek,GA,30022,454390,45,Other Direct Selling Establishments,2016-10-01T00:00:00.000Z,Y,2018,32669,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP101688,"http://maps.google.com/?daddr=3020 Woodvale Ct   Johns Creek, GA 30022",Online Retailers,OTHER
-84.272230744602126,34.014826233517581,1050,"AAB Parts, LLC",AAB Parts LLC,80 Old Sandhurst Lndg  ,,Johns Creek,GA,30022,404-955-1009,http://www.aabparts.com,80 Old Sandhurst Lndg  ,Johns Creek,GA,30022,453998,45,All Other Miscellaneous Store Retailers,2017-01-18T00:00:00.000Z,N,2018,32815,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP100878,"http://maps.google.com/?daddr=80 Old Sandhurst Lndg   Johns Creek, GA 30022",Automotive/Transportation Services,"CAR_SERVICES,GARAGE_AUTOMOTIVE_SHOP"
-84.272230744602126,34.014826233517581,1051,"AAB Parts, LLC",AAB Parts LLC,80 Old Sandhurst Lndg  ,,Johns Creek,GA,30022,404-955-1009,http://www.aabparts.com,80 Old Sandhurst Lndg  ,Johns Creek,GA,30022,453998,45,All Other Miscellaneous Store Retailers,2017-01-18T00:00:00.000Z,N,2019,32815,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP100878,"http://maps.google.com/?daddr=80 Old Sandhurst Lndg   Johns Creek, GA 30022",Automotive/Transportation Services,"CAR_SERVICES,GARAGE_AUTOMOTIVE_SHOP"
-84.272230744602126,34.014826233517581,1052,"ITTI, LLC",ITTI LLC,80 Old Sandhurst Lndg  ,,Johns Creek,GA,30022,,,80 Old Sandhurst Lndg  ,Johns Creek,GA,30022,541618,54,Other Management Consulting Services,2006-12-01T00:00:00.000Z,Y,2018,24887,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP100878,"http://maps.google.com/?daddr=80 Old Sandhurst Lndg   Johns Creek, GA 30022",Business Management & Consulting,PROFESSIONAL_AND_PUBLIC
-84.272230744602126,34.014826233517581,1053,"ITTI, LLC",ITTI LLC,80 Old Sandhurst Lndg  ,,Johns Creek,GA,30022,,,80 Old Sandhurst Lndg  ,Johns Creek,GA,30022,541618,54,Other Management Consulting Services,2006-12-01T00:00:00.000Z,Y,2019,24887,2019-01-01T00:00:00.000Z,2019-12-31T00:00:00.000Z,AP100878,"http://maps.google.com/?daddr=80 Old Sandhurst Lndg   Johns Creek, GA 30022",Business Management & Consulting,PROFESSIONAL_AND_PUBLIC
-84.273394186610375,34.016257007256783,1054,"Joel M Shapiro, CPA, PC",Joel M Shapiro CPA PC,375 Guildhall Grv  ,,Johns Creek,GA,30022,,,375 Guildhall Grv  ,Johns Creek,GA,30022,541219,54,Other Accounting Services,2006-12-01T00:00:00.000Z,Y,2018,25125,2018-01-01T00:00:00.000Z,2018-12-31T00:00:00.000Z,AP100697,"http://maps.google.com/?daddr=375 Guildhall Grv   Johns Creek, GA 30022",Financial,"ATM,BANK_FINANCIAL"
