OBJECTID,TRACTCE10,GEOID10,NAME10,PLNG_REGIO,last_edited_date,Population__1_yr_and_older,Population_did_not_move,Percent_of_pop_did_not_move,Population_who_moved_last_year,Percent_of_population_who_moved,GlobalID,Pop_Chng_per_SqMi_2000_2010,Pop_Moved_From_Diff_State,Pct_Pop_Moved_Diff_State,Pop_Who_Moved_From_Abroad,Pct_Pop_Moved_From_Abroad
1,910103,13045910103,9101.03,ARC 20,2015-05-27T12:35:38.000Z,4787,3670,76.67,1105,23.08,{658E33D6-D6B2-42B1-B9AF-D3960A9B65F5},100.3,133,2.78,12,0.25
2,910104,13045910104,9101.04,ARC 20,2015-05-27T12:35:38.000Z,8628,7544,87.44,1084,12.56,{8273E88C-7B01-415A-B5B1-CA8A0368F1D6},201.1,0,0,0,0
3,910502,13045910502,9105.02,ARC 20,2015-05-27T12:35:38.000Z,3049,1935,63.46,1114,36.54,{B8475AE3-4269-493F-86F5-9CF41579D4F6},-368.8,86,2.82,0,0
4,910800,13045910800,9108,ARC 20,2015-05-27T12:35:38.000Z,4170,3341,80.12,816,19.57,{20CAF293-5216-4CA3-8CD6-67DEFD3317D4},1.1,181,4.34,13,0.31
5,910101,13045910101,9101.01,ARC 20,2015-05-27T12:35:38.000Z,5647,4488,79.48,1036,18.35,{E692BA9B-EE59-456A-B858-6E563CFD338D},397.3,211,3.74,123,2.18
6,910200,13045910200,9102,ARC 20,2015-05-27T12:35:38.000Z,11767,9946,84.52,1821,15.48,{314AABB1-E453-465F-B2CB-F35076C35884},93.9,167,1.42,0,0
7,910900,13045910900,9109,ARC 20,2015-05-27T12:35:38.000Z,3847,3069,79.78,778,20.22,{1DF57CDC-36B0-49BA-86CE-52581CC7154E},7.8,28,0.73,0,0
8,910300,13045910300,9103,ARC 20,2015-05-27T12:35:38.000Z,6130,4806,78.4,1324,21.6,{3867230C-AA8F-4030-ACD7-F42BDD57BC74},17.1,231,3.77,0,0
9,911100,13045911100,9111,ARC 20,2015-05-27T12:35:38.000Z,7312,6197,84.75,1104,15.1,{CAB4D1BA-B53E-4829-B544-F4A5300EFBC0},24.2,151,2.07,11,0.15
10,911000,13045911000,9110,ARC 20,2015-05-27T12:35:38.000Z,6690,5303,79.27,1371,20.49,{5F6C6132-7053-4D16-8B6B-D56A5008533F},27.2,220,3.29,16,0.24
11,910701,13045910701,9107.01,ARC 20,2015-05-27T12:35:38.000Z,9066,7061,77.88,2005,22.12,{BEBDA8E4-3237-4F40-9DDF-F3588B4D8204},116.1,145,1.6,0,0
12,910703,13045910703,9107.03,ARC 20,2015-05-27T12:35:38.000Z,8446,6409,75.88,2022,23.94,{FD268FB0-DC7F-4E6E-A473-7E351F1DFAD3},68.9,93,1.1,15,0.18
13,910600,13045910600,9106,ARC 20,2015-05-27T12:35:38.000Z,5615,4404,78.43,1211,21.57,{3049D86F-2DB4-48CA-9DBC-8F9B97F8BE94},70.5,226,4.02,0,0
14,910501,13045910501,9105.01,ARC 20,2015-05-27T12:35:38.000Z,7724,4379,56.69,3185,41.24,{A9348B10-29C2-4929-B7EA-5EF7DF489799},153.2,263,3.4,160,2.07
15,910702,13045910702,9107.02,ARC 20,2015-05-27T12:35:38.000Z,6593,6001,91.02,579,8.78,{6FA9275C-2492-464C-899C-778B89C290C5},104.1,85,1.29,13,0.2
16,911200,13045911200,9112,ARC 20,2015-05-27T12:35:38.000Z,5888,4688,79.62,1167,19.82,{B2C807B5-45CA-42EE-8B3F-3DE8ECDE61BF},2.8,46,0.78,33,0.56
17,910400,13045910400,9104,ARC 20,2015-05-27T12:35:38.000Z,3399,3170,93.26,221,6.5,{1180E433-60A8-403E-949E-957B2DA35991},-8.5,50,1.47,8,0.24
18,140207,13113140207,1402.07,ARC 10,2015-05-27T12:35:38.000Z,5422,4659,85.93,670,12.36,{A6B687FA-4998-4DD1-932D-D39DA6029FE3},49,321,5.92,93,1.72
19,140208,13113140208,1402.08,ARC 10,2015-05-27T12:35:38.000Z,7940,6555,82.56,1333,16.79,{1635FB3E-9867-4657-971F-EB7478197EEA},435.5,212,2.67,52,0.65
20,140303,13113140303,1403.03,ARC 10,2015-05-27T12:35:38.000Z,4586,4089,89.16,485,10.58,{1B85A8AD-95C0-4B1D-9972-9B84D24CB4E9},-88.6,106,2.31,12,0.26
21,140304,13113140304,1403.04,ARC 10,2015-05-27T12:35:38.000Z,5663,4991,88.13,649,11.46,{BBF3C310-68C2-4ECB-B7F6-50CC37512783},-109.8,181,3.2,23,0.41
22,140307,13113140307,1403.07,ARC 10,2015-05-27T12:35:38.000Z,4855,4416,90.96,439,9.04,{47D18745-2075-4337-910C-75F81B431922},123.4,160,3.3,0,0
23,140408,13113140408,1404.08,ARC 10,2015-05-27T12:35:38.000Z,3244,3057,94.24,187,5.76,{70E2A094-49A4-43BB-A391-4AB84A23504A},-26.1,97,2.99,0,0
24,140407,13113140407,1404.07,ARC 10,2015-05-27T12:35:38.000Z,7295,5700,78.14,1567,21.48,{8C0532B4-25E4-4786-ADDE-D7398E59A450},195.1,122,1.67,28,0.38
25,140405,13113140405,1404.05,ARC 10,2015-05-27T12:35:38.000Z,3268,2891,88.46,377,11.54,{2B3C6B2B-FD27-4090-BA11-6CCC7EBEFF58},14.3,81,2.48,0,0
26,140404,13113140404,1404.04,ARC 10,2015-05-27T12:35:38.000Z,5331,4347,81.54,962,18.05,{19215A6C-EE29-4A94-BA69-D8E66C4B53BA},179.3,33,0.62,22,0.41
27,140206,13113140206,1402.06,ARC 10,2015-05-27T12:35:38.000Z,4153,3779,90.99,358,8.62,{EC6D9AF6-0E5E-4EDA-AB8C-789FF0741181},161.4,89,2.14,16,0.39
28,140203,13113140203,1402.03,ARC 10,2015-05-27T12:35:38.000Z,5563,5007,90.01,556,9.99,{CF3EC2D9-1CD6-423B-9DD6-27099F7DC5A5},216.4,155,2.79,0,0
29,140204,13113140204,1402.04,ARC 10,2015-05-27T12:35:38.000Z,5472,4739,86.6,713,13.03,{BCD396BE-CF46-4128-9A5E-9B04B41B94B2},42.5,93,1.7,20,0.37
30,140305,13113140305,1403.05,ARC 10,2015-05-27T12:35:38.000Z,4543,4129,90.89,380,8.36,{7A9404DF-5257-4B18-B0D5-F9AE2D6C47A4},247.1,43,0.95,34,0.75
31,140403,13113140403,1404.03,ARC 10,2015-05-27T12:35:38.000Z,5363,4938,92.08,389,7.25,{E66EC69B-B634-4A3C-9531-78CD107ACFF1},122.7,123,2.29,36,0.67
32,140406,13113140406,1404.06,ARC 10,2015-05-27T12:35:38.000Z,3624,3049,84.13,575,15.87,{36253414-67CF-4233-8F07-291E9CB28450},37.3,292,8.06,0,0
33,140306,13113140306,1403.06,ARC 10,2015-05-27T12:35:38.000Z,7230,6002,83.02,1175,16.25,{D2D9B1DA-E1E6-462D-BD9B-9964665EFE4D},56.3,312,4.32,53,0.73
34,140102,13113140102,1401.02,ARC 10,2015-05-27T12:35:38.000Z,5821,5574,95.76,247,4.24,{BB650BAD-2CDB-4202-83A0-687E8B07F1DE},-3.8,34,0.58,0,0
35,140101,13113140101,1401.01,ARC 10,2015-05-27T12:35:38.000Z,7211,6656,92.3,555,7.7,{B1FA6352-BA9A-47BE-8340-D644EE705CB0},49.1,53,0.73,0,0
36,140502,13113140502,1405.02,ARC 10,2015-05-27T12:35:38.000Z,3283,3166,96.44,117,3.56,{D9C077E3-DE24-425C-8577-E710FBA171C8},12.4,2,0.06,0,0
37,140501,13113140501,1405.01,ARC 10,2015-05-27T12:35:38.000Z,5481,5030,91.77,432,7.88,{CF08687D-A654-440C-B362-5CE48D2A4BA3},42.3,155,2.83,19,0.35
38,060404,13247060404,604.04,ARC 10,2015-05-27T12:35:38.000Z,5650,5009,88.65,631,11.17,{5FC726E2-6BDA-4DDB-ADD6-11B3116F1459},-45.3,209,3.7,10,0.18
39,060304,13247060304,603.04,ARC 10,2015-05-27T12:35:38.000Z,4897,3620,73.92,1212,24.75,{CA915CCB-C88D-4707-8A46-9FAE4F4BE62F},120.7,164,3.35,65,1.33
40,060101,13247060101,601.01,ARC 10,2015-05-27T12:35:38.000Z,3580,2941,82.15,639,17.85,{A356E1AF-78F0-41EA-AB7D-6D97B9568EF9},9.5,86,2.4,0,0
41,060202,13247060202,602.02,ARC 10,2015-05-27T12:35:38.000Z,9334,8068,86.44,1257,13.47,{1F9AE36B-D182-4A6F-B9B3-8DE94855919B},174.6,153,1.64,9,0.1
42,060201,13247060201,602.01,ARC 10,2015-05-27T12:35:38.000Z,4793,3940,82.2,846,17.65,{071A568E-9F3C-45D5-B646-85E51E978B4B},31.8,45,0.94,7,0.15
43,060306,13247060306,603.06,ARC 10,2015-05-27T12:35:38.000Z,2561,1949,76.1,612,23.9,{737A51F5-86F5-4669-AE5B-37C9411FDF85},231.9,42,1.64,0,0
44,060407,13247060407,604.07,ARC 10,2015-05-27T12:35:38.000Z,3341,3009,90.06,332,9.94,{2E846C51-6BCE-4001-AE9A-6CF50570980F},-84.8,125,3.74,0,0
45,060403,13247060403,604.03,ARC 10,2015-05-27T12:35:38.000Z,3226,2808,87.04,418,12.96,{146BF8E2-9E5A-420E-90A3-C0ECB9CB20B7},63.8,83,2.57,0,0
46,060406,13247060406,604.06,ARC 10,2015-05-27T12:35:38.000Z,5518,4784,86.7,734,13.3,{9DDB5C3B-1883-4D26-8491-3C09B81DFB3B},41.4,288,5.22,0,0
47,060305,13247060305,603.05,ARC 10,2015-05-27T12:35:38.000Z,5194,3287,63.28,1846,35.54,{FE70B3E9-25D1-4A14-800D-9D8C65ACCF21},138.2,178,3.43,61,1.17
48,060309,13247060309,603.09,ARC 10,2015-05-27T12:35:38.000Z,5894,4519,76.67,1345,22.82,{9A1B8F09-5742-4B4C-BA7C-541DE9267543},323.4,83,1.41,30,0.51
49,060308,13247060308,603.08,ARC 10,2015-05-27T12:35:38.000Z,7248,5530,76.3,1707,23.55,{D70737E9-4ACD-452D-9310-FC1E82AA4B23},858.7,96,1.32,11,0.15
50,060405,13247060405,604.05,ARC 10,2015-05-27T12:35:38.000Z,6287,5628,89.52,622,9.89,{8B4CB18B-6B44-4C21-8B38-99ED2F114A26},90.6,190,3.02,37,0.59
51,060307,13247060307,603.07,ARC 10,2015-05-27T12:35:38.000Z,10616,7960,74.98,2644,24.91,{75F9BA97-696B-4667-BB21-B4A4D349FB15},483.7,482,4.54,12,0.11
52,060102,13247060102,601.02,ARC 10,2015-05-27T12:35:38.000Z,5157,4580,88.81,553,10.72,{B4FC6A56-2446-45F3-BAF9-4219566E8500},35.7,106,2.06,24,0.47
53,030330,13067030330,303.30,ARC 10,2015-05-27T12:35:38.000Z,5548,5293,95.4,248,4.47,{D58FC6DF-3D0D-45A0-A3E6-11866128B8E1},139.1,110,1.98,7,0.13
54,030328,13067030328,303.28,ARC 10,2015-05-27T12:35:38.000Z,6403,6118,95.55,254,3.97,{71945F97-6F91-41C4-8DA3-EDEB4853FE19},-113.8,104,1.62,31,0.48
55,030700,13067030700,307,ARC 10,2015-05-27T12:35:38.000Z,4213,3411,80.96,769,18.25,{BB761C82-3E09-4139-8DED-9C524112FE33},-708.2,101,2.4,33,0.78
56,030324,13067030324,303.24,ARC 10,2015-05-27T12:35:38.000Z,3400,3158,92.88,227,6.68,{11C0AD0C-CF31-40DF-BBD4-5DDD1386EF4D},-220.7,51,1.5,15,0.44
57,030312,13067030312,303.12,ARC 10,2015-05-27T12:35:38.000Z,6472,5480,84.67,949,14.66,{3908A9CB-6156-435B-8808-820AFF72C97B},-80.3,211,3.26,43,0.66
58,030228,13067030228,302.28,ARC 10,2015-05-27T12:35:38.000Z,6736,4476,66.45,2250,33.4,{37C6ED92-1365-4E7E-A41F-8DB787E6AF22},27.8,169,2.51,10,0.15
59,030231,13067030231,302.31,ARC 10,2015-05-27T12:35:38.000Z,7062,6610,93.6,429,6.07,{82D6362D-2DAE-4325-83CF-0120ACEB01B7},147,183,2.59,23,0.33
60,030230,13067030230,302.30,ARC 10,2015-05-27T12:35:38.000Z,12499,9668,77.35,2728,21.83,{50FED2B9-0A27-47C4-8175-D00F53B1DE2C},1275.2,996,7.97,103,0.82
61,030311,13067030311,303.11,ARC 10,2015-05-27T12:35:39.000Z,6577,5587,84.95,971,14.76,{7C6BC857-42C4-48AB-A958-BEBA536F18D4},-90,398,6.05,19,0.29
62,031001,13067031001,310.01,ARC 10,2015-05-27T12:35:39.000Z,4503,2934,65.16,1558,34.6,{AAF7AE18-F0EB-45F2-B06E-6B9B39EAC21B},-50.5,184,4.09,11,0.24
63,030310,13067030310,303.10,ARC 10,2015-05-27T12:35:39.000Z,8364,6666,79.7,1681,20.1,{63CEF851-69F0-45C4-BD04-6C76B8DD3C92},86.8,214,2.56,17,0.2
64,030215,13067030215,302.15,ARC 10,2015-05-27T12:35:39.000Z,8705,7670,88.11,1035,11.89,{D9C86A9B-32B2-4A38-ABCE-0397F9D8A7BF},364.3,386,4.43,0,0
65,030601,13067030601,306.01,ARC 10,2015-05-27T12:35:39.000Z,8296,5009,60.38,3187,38.42,{2B450CBB-722A-4A6D-8D2B-BCBA8ED5844E},1384.4,1063,12.81,100,1.21
66,030227,13067030227,302.27,ARC 10,2015-05-27T12:35:39.000Z,7022,5536,78.84,1486,21.16,{8D97F825-355F-4E3C-A475-75440EDA63E2},87.9,234,3.33,0,0
67,030602,13067030602,306.02,ARC 10,2015-05-27T12:35:39.000Z,6698,5343,79.77,1355,20.23,{8F876896-93A6-4C46-ACD2-2F445AFFFF72},61,259,3.87,0,0
68,030506,13067030506,305.06,ARC 10,2015-05-27T12:35:39.000Z,4424,3906,88.29,518,11.71,{FB142055-444C-489B-B0FA-4B53107A2CB7},267.1,88,1.99,0,0
69,030507,13067030507,305.07,ARC 10,2015-05-27T12:35:39.000Z,4717,4491,95.21,213,4.52,{19371A7E-B46A-4F5E-898A-C7667990E98B},51.3,60,1.27,13,0.28
70,030229,13067030229,302.29,ARC 10,2015-05-27T12:35:39.000Z,3841,2408,62.69,1433,37.31,{BFB59A87-BCD4-4BAE-910F-BF95879C0F10},409.8,436,11.35,0,0
71,031208,13067031208,312.08,ARC 10,2015-05-27T12:35:39.000Z,5474,3693,67.46,1619,29.58,{34E8C9DD-81FC-48FE-8598-00CB18145764},960.7,403,7.36,162,2.96
72,031207,13067031207,312.07,ARC 10,2015-05-27T12:35:39.000Z,3089,2076,67.21,1013,32.79,{3C910927-AE3B-4F60-9936-09902315B9D0},176.4,167,5.41,0,0
73,030226,13067030226,302.26,ARC 10,2015-05-27T12:35:39.000Z,8655,6976,80.6,1665,19.24,{1D3E4F64-EA8E-443B-AD30-B5859C716E28},1151.9,538,6.22,14,0.16
74,031505,13067031505,315.05,ARC 10,2015-05-27T12:35:39.000Z,5783,5028,86.94,743,12.85,{F8ED0022-BE96-400E-A463-52821C77AC6C},-27.4,144,2.49,12,0.21
75,030313,13067030313,303.13,ARC 10,2015-05-27T12:35:39.000Z,7269,6676,91.84,580,7.98,{EDEFCA91-4BA9-409D-9060-EABF5AE6B46B},201.1,23,0.32,13,0.18
76,031310,13067031310,313.10,ARC 10,2015-05-27T12:35:39.000Z,6810,4608,67.67,2202,32.33,{8F1D39C6-A0B5-4258-8BEA-EFCE6F9C8F6B},244.1,300,4.41,0,0
77,030214,13067030214,302.14,ARC 10,2015-05-27T12:35:39.000Z,8188,6786,82.88,1365,16.67,{FA5FCA59-9013-45F9-99B7-9FD043BA2F69},299,410,5.01,37,0.45
78,031212,13067031212,312.12,ARC 10,2015-05-27T12:35:39.000Z,2174,2099,96.55,75,3.45,{E93018A8-FFD9-42B0-97DD-3423A27C6E14},-71.3,12,0.55,0,0
79,031211,13067031211,312.11,ARC 10,2015-05-27T12:35:39.000Z,3368,1638,48.63,1630,48.4,{5433B9A6-E2E0-4DF9-81C1-74BD010F1118},-73.3,309,9.17,100,2.97
80,031209,13067031209,312.09,ARC 10,2015-05-27T12:35:39.000Z,3435,3114,90.66,205,5.97,{5896F305-434C-48E9-B512-8E8DA267E9E2},600.8,52,1.51,116,3.38
81,030224,13067030224,302.24,ARC 10,2015-05-27T12:35:39.000Z,5880,5548,94.35,332,5.65,{AD045847-8487-4C2C-9E1F-BA772BFC5F0A},1697.2,34,0.58,0,0
82,031205,13067031205,312.05,ARC 10,2015-05-27T12:35:39.000Z,5256,3889,73.99,1256,23.9,{A131B4B1-BA5C-4DAD-A142-36C5A0BA2CA1},688.6,133,2.53,111,2.11
83,031206,13067031206,312.06,ARC 10,2015-05-27T12:35:39.000Z,7755,5603,72.25,2134,27.52,{30C9B44C-F341-492E-82B7-46A2B93283FC},1112.2,483,6.23,18,0.23
84,030220,13067030220,302.20,ARC 10,2015-05-27T12:35:39.000Z,1689,1593,94.32,96,5.68,{BC2ACAFC-98F8-43E8-83E3-2BCF54315002},-44.3,0,0,0,0
85,030905,13067030905,309.05,ARC 10,2015-05-27T12:35:39.000Z,7378,4587,62.17,2748,37.25,{12F04125-5950-4FF5-9CE9-A4554C3B31F4},398.3,402,5.45,43,0.58
86,030502,13067030502,305.02,ARC 10,2015-05-27T12:35:39.000Z,6025,5195,86.22,830,13.78,{A1FB0277-9CF7-42B6-BA3C-56EF9EC853F3},114.1,92,1.53,0,0
87,030209,13067030209,302.09,ARC 10,2015-05-27T12:35:39.000Z,6541,5807,88.78,734,11.22,{8F80A760-B35F-4226-8822-5D717CC2FEE8},253.6,255,3.9,0,0
88,030326,13067030326,303.26,ARC 10,2015-05-27T12:35:39.000Z,4542,4172,91.85,360,7.93,{F3B0295E-496B-484C-83E1-6A0B0AB69EA1},-70.4,56,1.23,10,0.22
89,031108,13067031108,311.08,ARC 10,2015-05-27T12:35:39.000Z,5570,3963,71.15,1556,27.94,{B03D8AAD-1BFB-436B-A4D3-61A63DE3A22A},-380.8,347,6.23,51,0.92
90,130105,13117130105,1301.05,ARC 20,2015-05-27T12:35:39.000Z,2166,1122,51.8,1044,48.2,{F441C142-9C77-4888-A9DA-F05524BF5B7F},106.5,14,0.65,0,0
91,130205,13117130205,1302.05,ARC 20,2015-05-27T12:35:39.000Z,2034,1902,93.51,102,5.01,{52D5C8F4-2C1F-4EC7-AB7B-83CC6957BF5A},113.9,12,0.59,30,1.47
92,130603,13117130603,1306.03,ARC 20,2015-05-27T12:35:39.000Z,3519,2878,81.78,641,18.22,{D580DEA2-5B5D-49F6-BA34-0C3CCEFD61B5},391.4,136,3.86,0,0
93,130610,13117130610,1306.10,ARC 20,2015-05-27T12:35:39.000Z,4170,3853,92.4,249,5.97,{3D008835-AF29-4E85-8126-A244C5B6ADD7},125.9,144,3.45,68,1.63
94,130606,13117130606,1306.06,ARC 20,2015-05-27T12:35:39.000Z,4307,4147,96.29,160,3.71,{98A9A380-30A9-426D-A234-46599F657147},263.5,96,2.23,0,0
95,130604,13117130604,1306.04,ARC 20,2015-05-27T12:35:39.000Z,4755,4270,89.8,451,9.48,{E96DC53B-D334-469E-B015-33CA3FD93E31},693.6,47,0.99,34,0.72
96,130611,13117130611,1306.11,ARC 20,2015-05-27T12:35:39.000Z,3330,2954,88.71,353,10.6,{E92625C6-0178-4E68-8CFD-D5CE662A3E87},633.3,74,2.22,23,0.69
97,130609,13117130609,1306.09,ARC 20,2015-05-27T12:35:39.000Z,3909,3572,91.38,322,8.24,{FE7FBC06-A14C-4757-815D-915E9089CCDC},1147.7,68,1.74,15,0.38
98,130607,13117130607,1306.07,ARC 20,2015-05-27T12:35:39.000Z,4504,4131,91.72,366,8.13,{E068A83E-E550-452C-9662-B03C22BFC412},1206.3,76,1.69,7,0.16
99,130605,13117130605,1306.05,ARC 20,2015-05-27T12:35:39.000Z,3876,3743,96.57,133,3.43,{4EA8F915-D75C-4113-85EA-B87A952D6E5F},684.5,62,1.6,0,0
100,130602,13117130602,1306.02,ARC 20,2015-05-27T12:35:39.000Z,3857,3337,86.52,507,13.14,{482F6164-B77E-430A-8B33-4A458E52C87D},810.9,52,1.35,13,0.34
101,130508,13117130508,1305.08,ARC 20,2015-05-27T12:35:39.000Z,5015,4723,94.18,275,5.48,{E35BCFAD-575C-4C95-9B78-8D006CB961A6},491.8,87,1.73,17,0.34
102,130507,13117130507,1305.07,ARC 20,2015-05-27T12:35:39.000Z,2065,1787,86.54,278,13.46,{6EBE1CEF-1AE8-48AD-A858-2D9E572A70A0},80,33,1.6,0,0
103,130409,13117130409,1304.09,ARC 20,2015-05-27T12:35:39.000Z,2331,1926,82.63,405,17.37,{33E73C8A-4AD5-46E3-AFBA-35A8E483A6AD},201.7,66,2.83,0,0
104,030218,13067030218,302.18,ARC 10,2015-05-27T12:35:39.000Z,5001,4733,94.64,268,5.36,{C1F3826B-C04B-41EE-BDE0-71DF0D209438},455.4,92,1.84,0,0
105,030219,13067030219,302.19,ARC 10,2015-05-27T12:35:39.000Z,9524,9201,96.61,323,3.39,{6C4D94AA-52C5-4199-9BDD-783475C3486B},572.9,58,0.61,0,0
106,030235,13067030235,302.35,ARC 10,2015-05-27T12:35:39.000Z,4498,4239,94.24,259,5.76,{3B97CE79-0FEF-4775-A9F7-DF5D85FD7034},120.8,127,2.82,0,0
107,030234,13067030234,302.34,ARC 10,2015-05-27T12:35:39.000Z,5170,4295,83.08,693,13.4,{22771F52-20E9-4248-BFC1-30EDE88FE489},376.7,218,4.22,182,3.52
108,030233,13067030233,302.33,ARC 10,2015-05-27T12:35:39.000Z,4238,3850,90.84,368,8.68,{4887A5DB-868C-4816-884D-7E013AE57408},-1.1,76,1.79,20,0.47
109,030337,13067030337,303.37,ARC 10,2015-05-27T12:35:39.000Z,4480,4084,91.16,388,8.66,{14F3B728-C76E-4B20-91CF-724CA7DCEDA1},6.1,28,0.63,8,0.18
110,030334,13067030334,303.34,ARC 10,2015-05-27T12:35:39.000Z,3345,3077,91.99,268,8.01,{F0F9D5EA-0829-47D1-9756-1A27D725F61E},-140,146,4.36,0,0
111,031111,13067031111,311.11,ARC 10,2015-05-27T12:35:39.000Z,2946,2228,75.63,670,22.74,{903C37E6-405E-46D4-8B55-0745194DEB9A},-353.8,174,5.91,48,1.63
112,031110,13067031110,311.10,ARC 10,2015-05-27T12:35:39.000Z,3321,2226,67.03,1075,32.37,{DE80E77E-94EA-4894-AA42-8AD348821835},-166,0,0,20,0.6
113,030405,13067030405,304.05,ARC 10,2015-05-27T12:35:39.000Z,6047,4789,79.2,1258,20.8,{6F4CC96D-473C-4EE5-BC14-A9F689F51204},-74,293,4.85,0,0
114,031101,13067031101,311.01,ARC 10,2015-05-27T12:35:39.000Z,4388,3948,89.97,440,10.03,{D13BC2DF-6E5D-4809-9F55-F03502BDD3E0},34.6,53,1.21,0,0
115,130305,13117130305,1303.05,ARC 20,2015-05-27T12:35:39.000Z,3417,3042,89.03,375,10.97,{7E8B4A0B-B941-4953-AB92-18EEC260F7DB},610.3,179,5.24,0,0
116,130301,13117130301,1303.01,ARC 20,2015-05-27T12:35:39.000Z,4026,3812,94.68,214,5.32,{394DAB09-01E5-4133-9D82-BF6016D4E99A},240.6,38,0.94,0,0
117,130405,13117130405,1304.05,ARC 20,2015-05-27T12:35:39.000Z,3831,3544,92.51,287,7.49,{42F8660F-D74E-4A7B-B74A-1E29D6E59E4C},542.1,150,3.92,0,0
118,130504,13117130504,1305.04,ARC 20,2015-05-27T12:35:39.000Z,3448,2859,82.92,589,17.08,{32911BB3-3FE4-418B-B6EE-912B2F67BBCC},64.7,38,1.1,0,0
119,130505,13117130505,1305.05,ARC 20,2015-05-27T12:35:39.000Z,2622,2256,86.04,323,12.32,{7CC79503-233A-4AE8-A842-37EB2AE59766},74.6,0,0,43,1.64
120,130503,13117130503,1305.03,ARC 20,2015-05-27T12:35:39.000Z,2607,2235,85.73,372,14.27,{D107AD08-FF0C-4562-8B64-8C1191B35158},70.7,85,3.26,0,0
121,130102,13117130102,1301.02,ARC 20,2015-05-27T12:35:39.000Z,3059,2957,96.67,102,3.33,{B2B3F27A-CA27-4B81-BED5-9943938E384B},207.4,0,0,0,0
122,130103,13117130103,1301.03,ARC 20,2015-05-27T12:35:39.000Z,3208,2606,81.23,602,18.77,{B9F365F3-6D10-4CF7-8D46-94CAE1A930E1},190.1,75,2.34,0,0
123,130303,13117130303,1303.03,ARC 20,2015-05-27T12:35:39.000Z,2842,2600,91.48,214,7.53,{B59E01FE-0220-4428-B654-2F79911099E3},111.4,23,0.81,28,0.99
124,130201,13117130201,1302.01,ARC 20,2015-05-27T12:35:39.000Z,3570,3488,97.7,82,2.3,{CC218B5B-12ED-4069-99B2-DD51B4534116},221.6,82,2.3,0,0
125,030232,13067030232,302.32,ARC 10,2015-05-27T12:35:39.000Z,5435,5008,92.14,427,7.86,{9B35DA75-0190-429F-AD5F-045342126C67},231.8,256,4.71,0,0
126,030222,13067030222,302.22,ARC 10,2015-05-27T12:35:39.000Z,5749,5008,87.11,741,12.89,{55477776-32BC-4E6D-8377-48FCFCFB83EF},-31.1,320,5.57,0,0
127,031118,13067031118,311.18,ARC 10,2015-05-27T12:35:39.000Z,5518,4322,78.33,1196,21.67,{293FC26A-5A74-4A12-BE31-80DF75AECC8C},133,340,6.16,0,0
128,031117,13067031117,311.17,ARC 10,2015-05-27T12:35:39.000Z,4871,4164,85.49,707,14.51,{220A393F-261E-451A-80B0-AAF9612AAD77},-182.5,79,1.62,0,0
129,031507,13067031507,315.07,ARC 10,2015-05-27T12:35:39.000Z,3620,3376,93.26,224,6.19,{43A938DC-348B-42BA-90E4-24922F815FBB},-124.7,20,0.55,20,0.55
130,031004,13067031004,310.04,ARC 10,2015-05-27T12:35:39.000Z,7924,5737,72.4,2060,26,{2D7E9B6A-2601-4DCD-B6AD-2D55F3084D2B},-449.4,597,7.53,127,1.6
131,030103,13067030103,301.03,ARC 10,2015-05-27T12:35:39.000Z,7712,6619,85.83,1034,13.41,{E27C8A16-31CD-4A50-9471-34CFEDF6629C},498.9,265,3.44,59,0.77
132,031404,13067031404,314.04,ARC 10,2015-05-27T12:35:39.000Z,5623,4964,88.28,659,11.72,{0319F3C7-BEAF-47D1-B496-DFED9EFDCC48},117.9,25,0.44,0,0
133,031306,13067031306,313.06,ARC 10,2015-05-27T12:35:39.000Z,3696,2752,74.46,944,25.54,{05FD27A4-F214-4F3A-B9DF-1538038D3473},107.7,375,10.15,0,0
134,030101,13067030101,301.01,ARC 10,2015-05-27T12:35:39.000Z,7121,6676,93.75,445,6.25,{5400F8A9-21DE-42F4-9457-43984DE7D3E1},100.7,35,0.49,0,0
135,030104,13067030104,301.04,ARC 10,2015-05-27T12:35:39.000Z,3402,2860,84.07,542,15.93,{4BC99984-46F4-45D6-A35B-33AD01DB713B},150.7,99,2.91,0,0
136,130613,13117130613,1306.13,ARC 20,2015-05-27T12:35:39.000Z,2288,1983,86.67,305,13.33,{0CE5DB3A-A264-48EB-9D6B-57531936033E},474.2,153,6.69,0,0
137,130408,13117130408,1304.08,ARC 20,2015-05-27T12:35:39.000Z,3926,3537,90.09,365,9.3,{8E98E855-7AB9-4745-8B15-3F65FB001671},320.7,44,1.12,24,0.61
138,130612,13117130612,1306.12,ARC 20,2015-05-27T12:35:39.000Z,5858,4997,85.3,803,13.71,{0361FC9E-F35A-4A78-B545-638E043F06D7},734.3,99,1.69,58,0.99
139,130608,13117130608,1306.08,ARC 20,2015-05-27T12:35:39.000Z,4704,4315,91.73,333,7.08,{71988AE1-C3D3-4E37-BA8E-9C2417358B02},972.4,60,1.28,56,1.19
140,130307,13117130307,1303.07,ARC 20,2015-05-27T12:35:39.000Z,3120,2769,88.75,351,11.25,{28B4DF97-E57F-436A-80E4-58386402C306},246,105,3.37,0,0
141,130302,13117130302,1303.02,ARC 20,2015-05-27T12:35:39.000Z,4529,3829,84.54,700,15.46,{FF01A900-BDD5-4168-8AEA-8826CB0B0654},482.6,251,5.54,0,0
