OBJECTID,PAGENO,GlobalID,last_edited_date
97,706,{0378800F-72F1-49F2-AD82-165D12D99CFB},
98,336,{0B2D2DD9-0F18-460D-812B-F86E4DD5FB16},
99,346,{6B91375D-A141-4877-884A-F8FC4068C2E6},
100,356,{0D88FF77-B02C-4325-9207-A22BD1DBCFE2},
101,396,{EF368A90-EFF9-4D02-943C-678D5728298F},
102,366,{BE3ED000-28CD-49FE-9421-37BABAF5B319},
103,376,{D6D3B37D-4F56-477B-859A-535D0C4F7A59},
104,386,{F58C1820-A9E4-4A18-96AB-27D6598DD05E},
105,1247,{96BC4D7C-7E2B-4E51-994E-564A66EB0580},
106,1237,{CE169CD1-9FBF-4BBF-A842-4A5C3C5C1927},
107,1227,{5F83E69E-38E1-4B68-8EBB-A267491E7D2D},
108,1217,{A985B3FC-E016-4A72-9784-F253333C02BE},
109,97,{5CA6B913-6AEA-4585-9F99-0484D14717D0},
110,87,{1ED1DA1A-7058-4134-A1D3-C595D3688C7C},
111,307,{7B2C2565-B327-495F-B761-04CC886AE800},
112,1207,{B496F0B3-F360-4F1C-8300-35920DB1F2D9},
113,317,{4A938451-D41F-4899-8813-D093F7D3E720},
114,797,{6A8D102E-617F-4A6C-BC70-7B639DC99B5E},
115,327,{82762F1A-8589-4BC9-88AF-7C2BD4E10813},
116,787,{3088B233-3646-424B-9E98-9A7715603C1B},
117,337,{1DE94BCB-C30F-4892-80F5-2DFB1CE53885},
118,777,{C024EA38-2A5B-4E7F-A169-2E3FF56DE20A},
119,347,{4A92FBF1-33B6-4CD1-A2F3-95A45D1D0D36},
120,767,{20B0BE93-374A-4446-A80A-6A64E7374808},
121,357,{60CC8D47-525F-4590-BF44-0042B1BC51A1},
122,757,{A9D4F336-EB09-43D6-BE4B-11873FD16330},
123,367,{5EC95D4D-FF0F-4643-9664-A3719DA1DA0C},
124,747,{726AC46C-3DD0-4A5D-B3D4-57C92DA7E4BB},
125,377,{2F6752FF-6ED4-4F78-A9C2-E81E0329BCD2},
126,737,{817A877A-23D4-4736-AF2D-1E248F9BA247},
127,387,{631D67B7-1E06-4AA3-9C15-D4BF65A16302},
128,727,{5C0B011C-E425-40A8-9C78-3ED056495BBC},
129,397,{8E7AA0EC-F60D-41F1-8FB7-CFFD213BB821},
130,717,{20703A50-D918-4182-89A5-3A967C5A5690},
131,707,{39FA7F0E-9998-49D7-BFFE-B9F095B069C7},
132,1248,{9521804A-AF5E-4A44-B897-552D7C40FF6B},
133,1238,{AD0AE174-0545-4466-9706-D6DF07B28B5D},
134,1228,{E8B0B957-643A-4F52-BD90-7646659AD287},
135,1218,{2C2003E4-9B40-49D3-8FC3-61D05D1797AF},
136,1208,{E818FEFC-54FD-4F26-A78C-F5039E1E3D80},
137,798,{C3BC5622-CE01-49AF-9445-C2D1A4D6B3B2},
138,788,{2F298959-F901-4208-A9B0-275201513060},
139,778,{7D48B500-2A00-4FE3-BE27-3955A275E896},
140,768,{47EC5201-BE69-417D-A3BD-B5D69C33614F},
141,758,{7E4037B1-0A82-427B-9C54-82C22ABE131A},
142,748,{7918DE72-5F1C-4B89-945B-F9305758E6FE},
143,738,{01983D12-68D1-4376-9D73-F3C91E257081},
144,728,{874A4E63-15DF-4F25-B77C-F24032991246},
145,718,{D8C3D8C0-E763-4791-A4B6-B66CBA449C14},
146,708,{5BF0D613-E040-46DB-915F-913AA3B8B877},
147,398,{ED2F5CF9-8CE2-4828-88B7-4462C27219CB},
148,388,{39934C50-7E24-436F-8B5E-14F8FD06CB40},
149,378,{C794CE43-41AC-4052-A602-8E0116D354ED},
150,368,{54FDC6CB-2566-4AF3-A0AB-B97869AB55B1},
151,358,{4BB79F41-99DA-4C31-93B2-0DC6E3986470},
152,348,{36994611-245F-4BCD-8861-B8813A79F93A},
153,338,{B6CC652F-6EE1-431B-8D05-2456B05C876F},
154,328,{87A76F03-52BA-4F33-87F0-2611BD6F0470},
155,318,{C92906C6-6A37-4850-A961-F19E42EC02C7},
156,308,{64E67B05-D9E0-4848-903C-787F86BD050D},
157,98,{867CD4BD-64AF-40BA-A921-B2BA64B18AFB},
158,88,{98C2191F-5FE1-44A2-AF9F-E02F6F9DD4EC},
159,1249,{FCDEEF6B-A1BB-4DB3-84D6-3F06EF76E27B},
160,1239,{15B88102-7389-4D56-B970-BC1B93B3245B},
161,1229,{D17AD549-F655-4749-BF9E-C4C12F290E98},
162,1219,{74CF9775-7993-4AEC-8CD1-CEDB65E14E58},
163,1209,{2F44DB85-4864-4EF7-BB5B-7C90DB373A6F},
164,799,{5F4E6CDD-3F03-462E-9E39-322D9D91D927},
165,789,{8F9D6922-6672-4934-A0AC-7AEF96AF1A31},
166,779,{024D3056-66A2-41CD-87E4-B944E8309D2E},
167,769,{59C9946E-AEA4-43F8-9B92-63F9DFB7D2CB},
168,759,{7B3068D5-5A54-4A5C-884D-C8AD4DAA221C},
169,749,{E0299620-1F2B-4066-B413-8A96514663E9},
170,739,{039F6797-905F-44AF-84C8-A483BF08C5BE},
171,729,{ABA8A080-D8AC-44DF-B121-B43CC9F093A3},
172,719,{B79D4402-A3C0-4299-8339-FF21392B1CD0},
173,709,{0AD5677C-AB5B-4875-B550-AEE2584B5E18},
174,399,{8B0F106F-46E3-4C49-8EF2-BCBF69B0FAC0},
175,389,{440D3F16-9A54-4FA4-A611-103F3E54155A},
176,379,{6107068D-6095-45CC-943A-BC0C231E5926},
177,369,{CC386C35-FDF3-46B8-9735-14A21B97BA77},
178,359,{9E8A54D5-A023-4AD1-A7CB-57357F32FBFF},
179,349,{2F9C89CB-ABE5-4D71-B539-83BBE00B28B3},
180,339,{EC78B0CC-31FB-4716-8413-7F5080627430},
181,329,{FF953D28-FEE3-4C60-98C8-375F44A4CC33},
182,319,{D8DC347D-1F9E-45B8-BA63-3FD8D0972272},
183,309,{EACE2F66-58DB-46AD-A683-DB2F09E9806B},
184,99,{636715FA-66AA-4209-BE8C-BE9E459E1562},
185,89,{BF0FBD1D-3875-42E3-940F-4F2DA62128F6},
186,1340,{9EC5FE42-366D-4FF3-B9DE-AE8E19C727DC},
187,1330,{BE82C47A-2196-49AE-8664-187427138404},
188,1320,{E59DD0A6-664B-46B7-BB13-8DA88C99D4C8},
189,1310,{2B24714B-7631-41F8-86C0-EB374807F6C3},
190,1300,{0C336CF1-9AB1-4EB1-8F45-DEDFB1BF6BA9},
191,890,{12CEB594-0AEA-4558-AE8F-E9BC0D9BB57E},
192,880,{70FB29A9-1DAC-4ABB-BF5C-BCC74CE6DA14},
193,870,{0D48156B-1903-4126-902C-5E0736D8338F},
194,860,{15E1CC54-3650-4BE6-A823-128D5858645A},
195,850,{82D097EF-FD5C-4B64-BA93-EF2C64779872},
196,840,{D06814AD-F826-408F-83C1-E9A4C089725B},
197,830,{E8B89279-6052-46D7-85EB-20E8D89B9618},
198,820,{43A8344F-C9FC-4E41-9DA0-EE8428B384C5},
199,810,{2B58AB2A-0DA4-4592-877B-CCECCEC5F63E},
200,800,{1533FB91-61F3-431C-B214-6C51D605155E},
201,490,{867E62B6-F8C9-481E-A067-3DE461B68545},
202,480,{420DC10E-69F3-4BCF-AA1D-F7D87D5235F9},
203,470,{886E23A6-768E-4E25-94F6-57F7BA189BC0},
204,460,{C577F49D-EC16-457E-B304-26B1ABB07ECA},
205,450,{12E7598D-EC0C-45A5-B7C9-D397130885FC},
206,440,{DCB51A55-51D1-43D1-BA08-E733C67BF2A0},
207,430,{665B9C9B-84D3-441D-AF9F-D8211025502C},
208,420,{50475824-985C-4901-9380-840EAD67632B},
209,410,{74997099-4AD1-410F-A51B-38DE598958CD},
210,400,{BD558581-FE14-4350-B52D-D87E71F04EBF},
211,190,{2C487283-D0F3-4D8E-9B08-B44DA825C8AF},
212,180,{74F65E94-B597-4834-8183-7446D994DFCD},
213,1341,{E3B4E3C3-BB8B-4E18-A343-B399B78DE9DF},
214,1331,{8005DDA4-8144-43FF-9D62-A9749846730E},
215,1321,{3426EF56-59E9-41E7-A698-F485EF9E6497},
216,1311,{98F7805C-F433-45A8-9EAC-743A01E05BBE},
217,1301,{99D2B41C-C02C-46F2-BD8A-1473154A9EBA},
218,891,{FF5CF7F0-14B9-4105-B612-4086946B5671},
219,881,{E94605D0-1CBD-407F-8FA2-4B62731F9F15},
220,871,{8F7B915C-F7E2-40EC-8A7D-A13E17F5D8D2},
221,861,{F783B12D-04B2-4A70-A0E3-F943671BB5BB},
222,851,{0DE45339-7056-4C33-8819-007A3CEA4137},
223,841,{F08328F1-4209-4172-9834-3AAEE83548A0},
224,831,{B4F00586-1D65-4F4D-B15B-8BDD2F589DBF},
225,821,{A877DCD5-E784-41AA-9EB8-6C061F97E8F7},
226,811,{BE0C44E3-9222-4255-ADE7-0E7117016B1E},
227,801,{FB00892B-CAA9-4975-83D9-4F1DA1102500},
228,491,{6C9AE2B2-23E3-4BE8-9EF3-CBE22C313D89},
229,481,{149607C5-9E79-4BF5-8EAD-B6BB0BACB752},
230,471,{8CFF39E6-DF89-4DEC-9D41-8FC8144C7CA2},
231,461,{6C3BCB37-52BF-45E6-9322-E0EED401D523},
232,451,{655D4EBE-BC88-42A4-8B4D-DF5CDAC03E04},
233,441,{857E4676-CD1E-4502-97F4-E6D670FCB2B1},
234,431,{99D67FD6-646C-418A-B271-0BFA85EB72F1},
235,421,{58CF33AD-52DA-4DA8-8AF9-B554F750094A},
236,411,{30632E8A-D494-4D56-AF69-E40FE8AB2519},
237,401,{07E8BB47-EE26-4612-8733-A0362E5B12F0},
238,191,{7C0D881A-8131-4A54-B58F-0472D3F0B6A3},
239,181,{76584ABE-26FE-494D-99BC-9B6ED79EA314},
240,1342,{61CA7812-29F3-4C1F-A6E5-09A90BE4EAB2},
241,1332,{37CF1DA2-2907-4E1B-8C31-1632034BE77D},
242,1322,{AFFF2A11-09F7-45C0-9F36-8C010DB8FE03},
243,1312,{7FFF43F4-E7AB-4ABB-A162-0D0F7310FED6},
244,1302,{A2B01B17-C8FE-4055-A10F-561E30FC1EE4},
245,892,{3531D8D0-9CF3-4540-9140-046CEAB8578B},
246,882,{27AFE273-7FD4-4340-940E-1560C93F86B4},
247,872,{8A8F65D5-ACB9-4DC9-BC29-1CFD01F4F6D3},
248,862,{BDB437A5-BD5F-4005-9070-D073142B5CBD},
249,852,{A7477AB3-3C67-4297-8C2C-699B09B3A3C6},
250,842,{4D639B5D-FFBF-4BDD-A926-91B63F3E6F34},
251,832,{525554E9-8C73-47B8-87F8-6022D344A0C9},
252,822,{9D59090D-4C73-4099-B752-B0A136EE20BC},
253,812,{9712B2F5-7499-448E-BA9F-DFDAA00408A7},
254,802,{93732C5F-319F-424D-9E76-E2ED783367A6},
255,492,{8AF334C0-1574-416D-96E1-9282B21D8AAA},
256,482,{B118C9D5-DCAB-4022-9ECE-652F9B92DC44},
257,472,{4899FDC4-2B06-4752-B702-D77728EB0298},
258,462,{1BDD944E-25AF-47C5-8F5D-809E0E1B4B78},
259,452,{37303BFA-31A4-41BF-9642-28E546C3BFA6},
260,442,{5938528E-4BBC-4685-BA95-D7EAA22BBC42},
261,432,{9C803139-7D47-4EAE-B912-A9B83B1D3788},
262,422,{15EF75AD-B8F7-4E29-A949-FFCAADA96735},
263,412,{1B9FECE4-0869-42BD-9566-0C0199EF6894},
264,402,{53AE24C4-2DE3-4E07-907B-AB5F6B82FCAE},
265,192,{09561CFE-449A-4398-B08E-321D654D95AA},
266,1353,{6D8E0FC1-56BE-46FC-AB27-7E2177D6BB54},
267,1343,{CF9DC556-6D89-460D-97C7-5791B1DA4220},
268,1333,{1DAB7A96-C501-44DD-B2B3-01FF304B3B8F},
269,1323,{5E508273-8E19-40D8-A0C1-72F3D4912664},
270,1313,{4522DB81-6681-4724-917E-3B0450334D87},
271,1303,{4D06887F-6D80-4A81-B2C4-04212FA1FEBC},
272,893,{3223083F-377C-47AE-98A8-2CBCDA0DCBC3},
273,883,{DCC09850-DE85-4ADC-8B4F-1B853BD55539},
274,873,{758A3E33-13B3-4039-9F59-19B3EBCD2F28},
275,863,{6A7BFE78-2213-4CC1-AD61-F01A9C91F6C8},
276,853,{1D4380D5-52B2-46B2-BA20-9981640A8070},
277,843,{FD6B6A3E-4DF3-4CA4-A62D-F8FBAE8C98C8},
278,833,{5FF3643B-2013-4A3A-8477-69E398BFD4D7},
279,823,{94B045C5-09E4-4CFD-8756-4F6DD58FD0F9},
280,813,{B50A02D0-F482-4D74-9904-6FA37ECDA834},
281,803,{19FB1A7A-8C61-42C8-BD10-F9D121ADA518},
282,493,{C62468BB-56AE-4D54-9FB2-008B42D9D0B1},
283,483,{8AF490B3-1B1F-494D-9858-B8DD1E23C731},
284,473,{1D7E8C06-C209-477B-96CC-A2A60B86688F},
285,463,{F7A05A66-22B3-45DA-A1EF-71063C7726B5},
286,453,{554B7A54-B98D-49F1-A935-1288440E1482},
287,443,{34283A55-F75D-4E80-91C8-7B3D74F6B495},
288,433,{63D1AF87-CA6B-4BC7-9C19-FD477956CD4C},
289,423,{9104F22E-5EB9-4D27-AF4F-744ECFD85750},
290,413,{D8DDABF8-0042-4FD1-BF90-193C90457F46},
291,403,{DAE31F54-0B8D-4E37-9B46-C1E8C301D395},
292,193,{732136B9-0D78-47E8-9733-1C99888820CD},
293,1354,{430AFDD9-EBB5-47AD-B3D3-D6ECCFEBCF8A},
294,1344,{08FBCBCE-D9CE-40BE-9002-AEA1312EACC3},
295,1334,{0080105C-4B68-4624-B5DF-162B0CF2B7A5},
296,1324,{8F41EC57-4C5B-48B7-9E41-08C63107D018},
297,1314,{3F1319B6-6374-4B83-9CA3-1319253AF4DC},
298,1304,{FC5CD09B-2A5E-45B7-8827-FCA4B6F55DD7},
299,894,{DDCFD2F9-C0DE-4B52-9FDE-D2ED61D4C512},
300,884,{3716BEF2-5488-4AA7-A060-D2D0B9F07075},
301,874,{80F2E54B-FC95-43D9-A3F4-68F3C10537AB},
302,864,{B42ECD09-BE52-4291-BCC6-3AAD1295CB8B},
303,854,{04A56D0C-F286-42AD-B724-F8E063B5BC28},
304,844,{558C20B0-9DA5-48EA-AAE5-DB7003E23703},
305,834,{BF79C6CC-B506-437F-B5C7-57752A0C0B69},
306,824,{954FC04F-E9C6-4128-A28B-A55305E8AC1C},
307,814,{264B60E9-3BB6-45D6-8D20-69886A6C1FE4},
308,804,{38858359-2D64-4B60-9A19-7BE1CB7497B5},
309,494,{00CB2A9E-4EFD-4BDE-9378-19CA0644C515},
310,484,{9B95159B-EC3E-47B2-B006-AEC710BE939E},
311,474,{4597FB5D-554B-45FE-99F2-46012E92C711},
312,464,{4B3CB1C3-C8D2-4058-A02F-5B9601E7FC5A},
313,454,{4B27CF21-DD0B-48BA-9830-D3C66AE17430},
314,444,{9777374D-5009-4B25-9983-22ECAF34AFAD},
315,434,{8D817E62-DDF9-49D5-8C17-04B5CAEE381B},
316,424,{1E3BE41B-A349-4E42-833C-E0CCBED988AC},
317,414,{1F1607E6-2702-407D-B602-8B36D88A419A},
318,404,{6916977F-06F7-4C1D-B1D5-F3E3CC25AD99},
319,194,{ED572695-3CB6-4C09-9C60-5FF2C6B3B41E},
320,1355,{78E77DA6-22F1-4384-BE47-2DA1E0AE1275},
321,1345,{C3E85EA1-93B6-4F47-BCC8-E3400F5EDD5D},
322,1335,{B38FEC65-4CEA-4B94-AC1C-9BC39FEEB295},
323,1325,{91FD48A5-3A13-420C-9D20-14398C4D7E04},
324,1315,{CB63AFD8-AC6A-4E91-9D32-7CB96A079986},
325,1305,{4DD579CE-F864-4FF9-A336-FBF2EEEA5DB0},
326,895,{53985DE4-AB87-4158-BE7D-BE8AD0312935},
327,885,{DF86D2D6-DBDA-4EEE-BFC2-9E2A9D60D389},
328,875,{FD291DE2-DB42-45D9-AA3B-9782E7C15790},
329,865,{0D115344-F62D-4ABC-B80E-C6BB3DD9E18E},
330,855,{F49262E2-DA02-4F99-87F9-79A5DAC92DF1},
331,845,{3AA7D96B-5D68-4B01-9767-EF3FB10B031F},
332,835,{4B899078-28D9-4069-B73C-4A2107968B5C},
333,825,{5C7334C2-7312-4F6B-9CD7-53BD4085B2D8},
334,815,{0358A04B-E357-48EA-BE57-E05D8ECF40BC},
335,805,{3B831582-DE61-4AD1-8ABC-D151BA31C51C},
336,495,{B0ACBE34-9645-4AE5-A3AF-F714D5635D29},
337,485,{B19218B1-813B-48DD-A933-99D001F5473B},
338,475,{C952028C-FA8E-4947-9031-41B2110FD5F4},
339,465,{F09A8810-6467-42D2-B447-95FB882A9083},
340,455,{47CD2F68-BAA5-4A5F-86FC-34321D6B53AD},
341,445,{192CA992-BFAB-4730-BAB4-2457CA153EBB},
342,435,{C8B1C365-A16E-443B-B3D9-7635F12CF5F0},
343,425,{D3F9B7DE-4356-415B-94ED-BEF64FA0F1F3},
344,415,{A1476A4C-EF70-4CAB-BD29-8F1BCA862006},
345,405,{414B6C05-BF47-4DC7-B789-84B74048B8DC},
346,195,{A313BF92-12A3-4234-BF82-F4B64D94DDDC},
347,185,{5E23640D-3583-40B5-BDB7-FA77C4A8E14C},
348,1356,{37E9EBB3-A6BC-4F29-8B6D-A72D2A4783E2},
349,1346,{B30EBC97-01D1-4BEF-8D65-3455C4C3BA3C},
350,1336,{15785595-D008-4985-9672-EFB882EDF8FB},
351,1326,{1DC0947D-DC24-4EE3-A30E-4DE1A90506AA},
352,1316,{CEACEEA8-AAA0-4A25-904E-219A2AC56711},
353,1306,{16C6BA1F-3160-48E3-A271-34124587A694},
354,896,{6AFF35E4-4C5E-4922-8E9F-3851DCF24653},
355,886,{36066B1A-86E5-417B-B912-FBDBFB89695E},
356,876,{727FFF37-90B0-450D-87B8-8FC18CDB7323},
357,866,{340C45DA-3712-4CCD-8D48-5BD05396A33F},
358,856,{90549C7A-5DA9-47C6-9464-195A5F7997B3},
359,846,{8C43471B-76B4-4D61-B0E9-8A138B8A5607},
360,836,{E74B4639-C531-4B32-8869-7272830B93FC},
361,826,{861A3A4F-8DF4-40D7-AC82-5C4891B6686C},
362,816,{93F87484-CF89-42C5-A9F3-E1B71B5F0DFD},
363,806,{300FC442-6967-4B9A-B205-16A100BAC5CC},
364,496,{0F156053-9E42-41C7-BA3F-258BA9F2AEFE},
365,486,{7D7FA3D6-CE25-4810-A078-20C9D3103174},
366,476,{19392B96-FF62-4DAA-84F7-6456A3A04699},
367,466,{39F241A4-239F-4610-B680-EFDFD804B935},
368,456,{59644B4A-6CF0-45AE-849E-5D2C310869FB},
369,446,{C7AA4CE3-F8A9-43F0-AFA6-8AAC5C0F0A68},
370,436,{E79DF5FE-825C-4262-B4E6-FCA4A9EE2D9C},
371,426,{8DC1EF3C-9479-427B-B09E-307DC4D01ECE},
372,416,{36A7469E-A768-4AF3-A55C-73622BC51DF0},
373,406,{5E1F8C95-09C9-45C0-93A2-C6A03CB423F9},
374,196,{9F0D2332-4B78-4476-82F6-3A30E3454505},
375,186,{6C8B6048-C975-413A-AB6C-F8E1E53D0314},
376,1357,{D68E8804-36B7-48A4-B2F1-9B79E954BA77},
377,1347,{E0050BFB-4AC0-4B6E-A542-40CFFDF87E76},
378,1337,{3CEF0497-FEC4-4B75-85FE-1958619173B4},
379,1327,{10553455-CE6A-4549-A1D3-9C30E84D5444},
380,1317,{03374C22-9AE3-4C6F-87A1-BCC5960EF98A},
381,1307,{BA8706D5-44CF-4C7D-960C-1454C5DAE01C},
382,897,{1D15B38E-8CED-43A8-B4FB-D0C9E7E0DA4F},
383,887,{0C7FDB5D-3FC8-4BF8-A26B-CF060604CEC8},
384,877,{B3672DFC-692A-4160-A216-0E520E2C6E1E},
385,867,{CFAF3341-4F51-49C8-8FD0-536D058CFC1F},
386,857,{B14F5201-F345-4237-8954-DBBB6787A7FC},
387,847,{02B34D1C-4185-4CBF-95CB-7BEBE345E081},
388,837,{A68DBA69-4FB7-4EEE-89FC-83ED7FDBA9A1},
389,827,{D574785E-CA35-42BB-B66F-94BC91281881},
390,817,{D14F4310-4A11-40D1-94E8-F60DE300A1C5},
391,807,{EAF11B51-730B-4682-AA1E-B09191302AD5},
392,497,{6FB9A747-1E3E-4472-876E-2EAA65D97D85},
393,487,{79DDF39E-EB71-4AF0-AA33-5207C8A02B44},
394,477,{4179309A-D89B-41DC-B820-F62C5435ADEB},
395,467,{9BF15097-1EED-467F-A8A7-AC712B8E7B1D},
396,457,{24DC8263-BF2F-4D1D-8704-C939B1A6C522},
397,447,{3C86A01D-8DAC-4976-9648-7179233A4590},
398,437,{1AA909E2-2345-46A8-8A66-1185473B2F2C},
399,427,{FE42A944-1F98-4A56-B192-0E7D9C669284},
400,417,{BB18963E-51DA-4D5A-99F8-67BEA2407887},
401,407,{673F6221-8816-43E7-A107-5884CC4B82EF},
402,197,{BC8C9D09-87A8-4C49-9611-00CB7F197CAD},
403,187,{3C2CAFAE-2039-42B9-80A1-3422B32508C6},
404,1358,{B2C88538-2533-4F65-9E92-5D2145C9B9ED},
405,1348,{A1C70E70-403D-4D88-B8FD-C3722223622D},
406,1338,{B347A72A-92CD-4453-9512-5C3D0AAACBE7},
407,1328,{B1162ED7-4CC3-4AFE-8706-88E132BDEA4A},
408,1318,{71DC747F-914B-4AEA-89D0-B8868A795CC9},
